cause_of_death,category_gpt_4o_mini,category_gpt_4o,category_consensus,consensus_no,without_consensus,category_unanimous_consensus,category_human
chronic myelomonocytic leukaemia,none,none,none,2,False,none,none
hepatic veno-occlusive disease,none,none,none,2,False,none,none
candidal meningitis,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour pleura,none,none,none,2,False,none,none
malignant neoplasm ascending colon,colorectal cancer,colorectal cancer,colorectal cancer,2,False,colorectal cancer,colorectal cancer
neoplasm of uncertain or unknown behaviour pineal gland,none,none,none,2,False,none,none
hidradenitis suppurativa,none,none,none,2,False,none,none
stricture and stenosis of cervix uteri,none,none,none,2,False,none,none
persistent delusional disorder unspecified,none,none,none,2,False,none,none
mental and behavioural disorders due to use of volatile solvents harmful use,none,none,none,2,False,none,none
tuberculosis of nervous system unspecified,none,none,none,2,False,none,none
other secondary syphilis,none,none,none,2,False,none,none
malignant neoplasm other parts of pancreas,pancreatic cancer,pancreatic cancer,pancreatic cancer,2,False,pancreatic cancer,pancreatic cancer
sickle-cell trait,none,none,none,2,False,none,none
oesophageal varices without bleeding,none,none,none,2,False,none,none
primary atelectasis of newborn,none,none,none,2,False,none,none
respiratory failure of newborn,none,none,none,2,False,none,none
dorsalgia unspecified,none,none,none,2,False,none,none
other autoimmune haemolytic anaemias,none,none,none,2,False,none,none
mastoiditis unspecified,none,none,none,2,False,none,none
occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus driver injured in traffic accident,none,none,none,2,False,none,none
web of larynx,none,none,none,2,False,none,none
follicular lymphoma grade iii unspecified,none,none,none,2,False,none,none
pulmonary toxoplasmosis,none,none,none,2,False,none,none
chronic obstructive pyelonephritis,none,none,none,2,False,none,none
other acute rheumatic heart disease,none,none,none,2,False,none,none
neonatal conjunctivitis and dacryocystitis,none,none,none,2,False,none,none
chronic nephritic syndrome dense deposit disease,none,none,none,2,False,none,none
malignant neoplasm upper third of oesophagus,esophageal cancer,esophageal cancer,esophageal cancer,2,False,esophageal cancer,esophageal cancer
specific isolated phobias,none,none,none,2,False,none,none
disorder of mineral metabolism unspecified,none,none,none,2,False,none,none
other local lupus erythematosus,none,none,none,2,False,none,none
carcinoma in situ liver gallbladder and bile ducts,none,none,none,2,False,none,none
meningococcal infection unspecified,none,none,none,2,False,none,none
cerebral arteritis not elsewhere classified,none,none,none,2,False,none,cerebrovascular disease
other noninflammatory disorders of ovary fallopian tube and broad ligament,none,none,none,2,False,none,none
mental and behavioural disorders due to multiple drug use and use of other psychoactive substances withdrawal state with delirium,none,none,none,2,False,none,none
hyperchylomicronaemia,none,none,none,2,False,none,none
hypoplastic left heart syndrome,none,none,none,2,False,none,none
pertussis vaccine including combinations with a pertussis component,none,none,none,2,False,none,none
malignant neoplasm malignant melanoma of scalp and neck,none,none,none,2,False,none,none
accident to watercraft causing drowning and submersion inflatable craft nonpowered,none,none,none,2,False,none,none
death occurring less than 24 hours from onset of symptoms not otherwise explained,none,none,none,2,False,none,none
infection of intervertebral disc pyogenic,none,none,none,2,False,none,none
addisonian crisis,none,none,none,2,False,none,none
enteroptosis,none,none,none,2,False,none,none
secondary and unspecified malignant neoplasm inguinal and lower limb lymph nodes,none,none,none,2,False,none,none
plasma cell leukaemia,none,none,none,2,False,none,none
disorder of facial nerve unspecified,none,none,none,2,False,none,none
congenital malformation of male genital organ unspecified,none,none,none,2,False,none,none
occupant of railway train or railway vehicle injured by fall from railway train or railway vehicle,none,none,none,2,False,none,none
cataract unspecified,none,none,none,2,False,none,none
bullous pemphigoid,none,none,none,2,False,none,none
acute haematogenous osteomyelitis,none,none,none,2,False,none,none
car occupant injured in collision with pedal cycle driver injured in traffic accident,none,none,none,2,False,none,none
vitamin b12 deficiency anaemia due to selective vitamin b12 malabsorption with proteinuria,none,none,none,2,False,none,none
motorcycle rider injured in collision with fixed or stationary object unspecified motorcycle rider injured in traffic accident,none,none,none,2,False,none,none
other ill-defined heart diseases,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour pluriglandular involvement,none,none,none,2,False,none,none
qualitative platelet defects,none,none,none,2,False,none,none
rheumatic aortic valve disease unspecified,none,none,none,2,False,none,none
agents affecting uric acid metabolism,none,none,none,2,False,none,none
malignant mast cell tumour,none,none,none,2,False,none,none
malignant neoplasm skin of lower limb including hip,none,none,none,2,False,none,none
submucous leiomyoma of uterus,none,none,none,2,False,none,none
renal agenesis unspecified,none,none,none,2,False,none,none
acute appendicitis unspecified - from 2008 classification,none,none,none,2,False,none,none
malignant neoplasm accessory sinus unspecified,none,none,none,2,False,none,none
malignant neoplasm pineal gland,none,none,none,2,False,none,none
other specified disorders of cartilage,none,none,none,2,False,none,none
nonobstructive reflux-associated chronic pyelonephritis,none,none,none,2,False,none,none
measles complicated by encephalitis,none,none,none,2,False,none,none
marfan syndrome,none,none,none,2,False,none,none
endocardial fibroelastosis,none,none,none,2,False,none,none
gastric ulcer chronic without haemorrhage or perforation,none,none,none,2,False,none,none
influenza with other respiratory manifestations other influenza virus identified,none,none,none,2,False,none,none
mast cell leukaemia,none,none,none,2,False,none,none
lobulated fused and horseshoe kidney,none,none,none,2,False,none,none
other congenital malformations of bile ducts,none,none,none,2,False,none,none
driver of special industrial vehicle injured in traffic accident,none,none,none,2,False,none,none
predominantly allergic asthma,none,none,none,2,False,none,pulmonary disease
varicella without complication,none,none,none,2,False,none,none
benign neoplasm connective and other soft tissue of head face and neck,none,none,none,2,False,none,none
other chronic cystitis,none,none,none,2,False,none,none
unspecified parametritis and pelvic cellulitis,none,none,none,2,False,none,none
medullary cystic kidney,none,none,none,2,False,none,none
follicular lymphoma grade iiib,none,none,none,2,False,none,none
spontaneous tension pneumothorax,none,none,none,2,False,none,none
acquired deformity of chest and rib,none,none,none,2,False,none,none
mental and behavioural disorders due to use of opioids unspecified mental and behavioural disorder,none,none,none,2,False,none,none
pemphigoid unspecified,none,none,none,2,False,none,none
corneal ulcer,none,none,none,2,False,none,none
car occupant injured in collision with pedestrian or animal person injured while boarding or alighting,none,none,none,2,False,none,none
idiopathic acute pancreatitis,none,pancreatic cancer,pancreatic cancer,1,True,,none
other intestinal malabsorption,none,none,none,2,False,none,none
other specified coagulation defects,none,none,none,2,False,none,none
other lipid storage disorders,none,none,none,2,False,none,none
extreme immaturity,none,none,none,2,False,none,none
acute erythroid leukaemia,none,acute myeloid leukemia,acute myeloid leukemia,1,True,,none
propionic acid derivatives,none,none,none,2,False,none,none
intraventricular nontraumatic haemorrhage grade 3 of fetus and newborn,none,none,none,2,False,none,none
surgical operation with implant of artificial internal device,none,none,none,2,False,none,none
mitochondrial myopathy not elsewhere classified,none,none,none,2,False,none,none
generalized skin eruption due to drugs and medicaments,none,none,none,2,False,none,none
acute myelomonocytic leukaemia,none,acute myeloid leukemia,acute myeloid leukemia,1,True,,acute myeloid leukemia
sleep disorder unspecified,none,none,none,2,False,none,none
acute dilatation of stomach,none,none,none,2,False,none,none
benign neoplasm pancreas,none,none,none,2,False,none,none
occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus driver injured in nontraffic accident,none,none,none,2,False,none,none
disorder of skin and subcutaneous tissue unspecified,none,none,none,2,False,none,none
aortic aneurysm of unspecified site without mention of rupture,none,none,none,2,False,none,none
hereditary and idiopathic neuropathy unspecified,none,none,none,2,False,none,none
occupant of railway train or railway vehicle injured in other specified railway accidents,none,none,none,2,False,none,none
nephrotic syndrome diffuse mesangial proliferative glomerulonephritis,none,none,none,2,False,none,none
vaginal delivery following previous caesarean section,none,none,none,2,False,none,none
retropharyngeal and parapharyngeal abscess,none,none,none,2,False,none,none
thoracoabdominal aortic aneurysm ruptured,none,none,none,2,False,none,none
aneurysm and dissection of iliac artery,none,none,none,2,False,none,none
